second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting,humans,buses,cars,bikes
0,0,0,0,0.4784827054499892,unknown,False,False,0,0,18,0
1,0,0,0,0.4600026664950287,unknown,False,False,0,0,15,0
2,0,0,0,0.6584800197843522,unknown,False,False,0,0,14,0
3,0,0,0,0.8139307652926954,unknown,False,False,0,0,12,0
4,0,0,0,0.726713705351452,unknown,False,False,0,0,20,0
5,0,0,0,0.642673213433496,unknown,False,False,0,0,16,0
6,0,0,0,0.7459996684466861,unknown,False,False,0,0,12,0
7,0,0,0,0.9446312244446899,unknown,False,False,0,0,10,0
8,0,0,0,0.7847123168555922,unknown,False,False,0,0,10,0
9,0,0,0,0.7631774477105023,unknown,False,False,0,0,7,0
10,0,0,0,0.7029098550487078,unknown,False,False,0,0,12,0
11,0,0,0,0.541980969164213,unknown,False,False,0,0,10,0
12,0,0,0,0.6231253358294792,unknown,False,False,0,0,11,0
13,0,0,0,0.8630921988079017,unknown,False,False,0,1,9,0
14,0,0,0,0.8521180349492088,unknown,False,False,0,1,6,0
15,0,0,0,1.2119207408601418,unknown,False,False,0,1,3,0
16,0,0,0,1.7177305618240062,unknown,False,False,0,1,2,0
17,0,0,0,0.4895991659248802,unknown,False,False,0,1,4,0
18,0,0,0,0.2243803723918204,unknown,False,False,1,1,1,0
19,0,0,0,0.371428911272955,unknown,False,False,0,0,2,0
20,0,0,0,0.4024479547157623,unknown,False,False,0,0,1,0
21,0,0,0,0.42823129336441734,yellow,False,False,0,0,2,0
22,0,0,0,0.28891859132662967,unknown,False,False,0,0,4,0
23,0,0,0,0.29892468467233,unknown,False,False,0,0,3,0
24,0,0,0,0.3948177964908845,unknown,False,False,0,0,3,0
25,0,0,0,0.5160391597832331,unknown,False,False,0,0,8,0
26,0,0,0,0.4180835404565213,red,False,False,0,0,7,0
27,0,0,0,0.4006635295217282,red,False,False,0,0,4,0
28,0,0,0,0.277936017540988,unknown,False,False,0,0,8,0
29,0,0,0,0.3262958578657431,unknown,False,False,0,0,5,0
30,0,0,0,0.306566506740369,unknown,False,False,0,0,5,0
31,0,0,0,0.3003213703444224,unknown,False,False,0,0,5,0
32,0,0,0,0.2639259943623286,unknown,False,False,0,0,6,0
33,0,0,0,0.25789847496493373,unknown,False,False,0,0,5,0
34,0,0,0,0.4083051862861935,unknown,False,False,0,0,10,0
35,0,0,0,0.5701063305240437,red,False,False,0,0,6,0
36,0,0,0,0.478318683342476,yellow,False,False,0,0,6,0
37,0,0,0,0.35813526063390305,red,False,False,0,0,6,0
38,0,0,0,0.28032399437713323,unknown,False,False,0,0,6,0
39,0,0,0,0.19375350182826293,red,False,False,0,0,6,0
40,0,0,0,0.19055290428156638,red,False,True,0,0,4,0
41,1,0,1,0.35908777884454507,red,False,True,0,0,6,0
42,2,0,2,0.26065556419190783,red,False,False,1,0,3,0
43,2,0,2,0.3793487687472453,red,False,False,1,0,5,0
44,2,0,2,0.27616471656695296,unknown,False,False,1,0,5,0
45,2,0,2,0.5032931955148517,unknown,False,False,1,0,5,0
46,1,0,1,0.9128837425256217,unknown,False,False,0,0,5,0
47,0,0,0,0.6734482246580987,unknown,False,False,0,0,4,0
48,0,0,0,0.9974274520955791,unknown,False,False,0,0,5,0
49,0,0,0,0.567401311759713,unknown,False,False,0,0,4,0
50,0,0,0,0.4774404179448853,unknown,False,False,0,0,6,0
51,0,0,0,0.6567703263407481,unknown,False,False,0,0,3,0
52,0,0,0,0.9792585784463179,unknown,False,False,0,0,3,0
53,0,0,0,0.7528464703281494,unknown,False,False,0,0,4,0
54,0,0,0,0.43910161601219466,unknown,False,False,1,0,2,0
55,0,0,0,0.3222205285025844,unknown,False,False,0,0,3,0
56,0,0,0,0.4612039271004673,unknown,False,False,0,0,2,0
57,0,0,0,0.4150053941047165,unknown,False,False,0,0,4,0
58,0,0,0,0.2186258185884412,unknown,False,False,0,0,3,0
59,0,0,0,0.3222084479317733,unknown,False,False,0,0,2,0
60,1,0,1,0.3360687144810098,unknown,False,False,1,0,2,0
61,0,1,1,0.5510888326672946,unknown,False,False,2,1,1,0
62,1,0,1,0.500320247887076,unknown,False,False,0,0,2,0
63,0,0,0,0.6824988778625128,unknown,False,False,0,0,1,0
64,1,0,1,1.0362789017291107,red,False,False,1,0,3,0
65,1,0,1,0.8168393783977563,red,False,False,0,0,3,0
66,0,0,0,0.57630101525268,unknown,False,True,0,0,2,0
67,0,0,0,0.4123162949717946,unknown,False,False,1,0,1,0
68,1,0,1,0.3212557231518919,unknown,False,False,1,0,0,0
69,1,0,1,0.2903634085349058,unknown,False,False,0,0,0,0
70,0,0,0,0.0,unknown,False,False,0,0,1,0
71,0,0,0,0.0,unknown,False,False,0,0,0,0
72,0,0,0,0.0,unknown,False,False,1,0,1,0
73,1,0,1,0.0,unknown,False,False,1,0,0,0
74,2,0,2,0.0,unknown,False,False,2,0,0,0
75,2,1,3,0.0,unknown,False,False,3,0,0,0
76,3,0,3,0.0,unknown,False,False,1,0,0,0
77,2,1,3,0.5315297222783275,unknown,False,False,2,0,4,0
78,2,0,2,0.6861869271253316,unknown,False,False,2,0,3,0
79,2,0,2,0.8165617508002242,yellow,False,False,1,0,3,0
80,0,0,0,0.8978212072615492,red,False,False,1,0,2,0
81,1,0,1,0.8065446953862591,unknown,False,False,0,0,2,0
82,0,0,0,0.5704589524665803,unknown,False,False,0,0,2,0
83,0,0,0,0.4166632339642056,unknown,False,False,0,0,1,0
84,0,0,0,0.19300414839879443,unknown,False,False,0,0,1,0
85,0,0,0,0.14866416877923896,unknown,False,False,0,0,0,0
86,0,0,0,0.0900111774209484,unknown,False,False,0,0,0,0
87,0,0,0,0.0,unknown,False,False,0,0,0,0
88,0,0,0,0.0,unknown,False,False,3,0,0,0
89,2,0,2,0.314955131529267,unknown,False,False,2,0,0,0
90,4,0,4,0.2055246181287241,unknown,False,False,5,0,1,0
91,2,0,2,0.790765163208895,red,False,False,1,0,3,0
92,1,0,1,0.6811049436358264,red,False,False,1,0,3,0
93,1,0,1,0.9598970795198252,red,False,False,0,0,2,0
94,0,0,0,1.0711336030013991,unknown,False,False,1,0,3,0
95,2,0,2,0.8305787829493465,unknown,False,False,1,0,0,0
96,1,0,1,0.5716357869274504,unknown,False,False,0,0,1,0
97,1,0,1,0.23165896564317986,unknown,False,False,1,0,1,0
98,0,1,1,0.2349459498507738,unknown,False,False,0,0,1,2
99,1,0,1,0.9589126376262606,unknown,False,False,0,0,1,0
100,1,0,1,2.218216083810286,unknown,False,False,1,0,3,0
101,1,0,1,0.783963564458252,unknown,False,False,2,0,1,0
102,3,0,3,0.34306719363970756,unknown,False,False,2,0,1,0
103,2,1,3,0.15544612069142752,unknown,False,False,3,0,1,0
104,3,1,4,0.09687373231400051,unknown,False,False,5,0,1,0
105,3,1,4,0.06771548998300113,unknown,False,False,3,1,3,0
106,3,0,3,0.5301186154088816,unknown,False,False,1,0,2,0
107,1,0,1,0.7775854570269848,unknown,False,True,1,1,3,0
108,3,0,3,0.5162940809782263,green,False,True,2,1,4,0
109,2,0,2,0.34232534490072786,green,False,True,1,1,5,0
110,1,0,1,0.5005885445928777,green,False,True,1,0,6,0
111,1,0,1,0.6075337232558188,red,False,True,1,1,9,0
112,1,0,1,0.7724333807349439,red,False,True,2,0,3,0
113,2,0,2,1.3254001804306992,red,False,True,2,2,6,0
114,2,0,2,1.1758557122649793,red,False,True,2,2,3,0
115,2,0,2,0.6136763730176135,red,False,True,2,1,3,0
116,2,0,2,0.9966450247689164,red,False,True,1,2,4,0
117,3,0,3,0.43200267652921714,red,False,True,2,2,4,0
118,2,0,2,0.22424038870404822,red,False,True,2,2,3,0
119,2,0,2,0.4395768337459964,red,False,True,4,2,7,0
120,4,0,4,0.22792977025199226,green,False,True,3,1,9,0
121,6,0,6,0.35198751865062333,red,False,True,2,1,7,0
122,3,0,3,0.456791706484413,red,False,True,3,2,8,0
123,7,0,7,0.4080309298876144,red,False,True,4,3,2,0
124,2,2,4,0.33815324337086317,red,False,True,3,2,3,0
125,4,0,4,0.7323655666179268,unknown,False,True,2,4,4,0
126,2,0,2,0.868313374365326,unknown,False,False,0,3,1,0
127,1,0,1,0.22279567218805696,unknown,False,True,0,2,1,0
128,0,0,0,0.19148176798093577,red,False,True,0,3,0,0
129,0,1,1,0.29401230958677077,unknown,False,True,1,1,2,1
130,0,1,1,0.25611600388787875,unknown,False,False,1,0,3,4
131,2,0,2,0.7424781456981204,unknown,False,False,2,0,2,3
132,1,0,1,1.1308558770803876,unknown,False,False,1,0,3,0
133,1,0,1,0.7929865100847683,unknown,False,False,1,0,0,0
134,3,0,3,0.3242237274431589,unknown,False,False,3,0,0,0
135,4,0,4,0.0,unknown,False,False,4,0,0,0
136,4,1,5,0.26130413442641887,unknown,False,False,3,0,2,0
137,6,0,6,0.4619637839689906,unknown,False,False,3,0,3,0
138,3,0,3,0.5583356755758031,unknown,False,False,4,0,4,0
139,4,0,4,0.6902191820333397,unknown,False,False,3,0,7,0
140,2,1,3,0.7192015911052171,red,False,False,4,0,6,0
141,5,0,5,0.5539102480931868,red,True,True,4,1,8,0
142,4,0,4,0.6808701117861817,green,False,True,5,1,7,0
143,6,0,6,0.643557716824758,red,True,True,3,1,5,0
144,5,0,5,0.5474641079644059,red,True,True,4,1,5,0
145,5,0,5,0.36132057091537206,yellow,True,True,4,1,5,0
146,7,0,7,0.30143979647502717,red,True,True,5,2,4,0
147,8,0,8,0.27778081726294673,red,True,True,7,1,5,0
148,8,0,8,0.42450515399415334,red,True,True,6,0,6,0
149,10,0,10,0.4331036366089657,red,True,True,4,1,3,0
150,6,0,6,0.5003455246247882,red,True,True,3,1,6,0
151,7,0,7,0.4785295286584135,red,True,True,6,1,6,1
152,7,0,7,0.3656816443249315,red,True,True,6,1,4,0
153,8,0,8,0.2222017435781885,red,True,True,3,0,4,0
154,7,0,7,0.2533272568858232,yellow,False,True,6,1,9,0
