second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting,humans,buses,cars,bikes
0,1,0,1,0.7699002457680001,unknown,False,True,0,1,9,0
1,1,0,1,0.7835377365880466,red,False,True,0,1,4,0
2,0,0,0,0.8932871942865992,unknown,False,True,0,0,6,0
3,0,0,0,0.9741674370957719,unknown,False,False,1,1,7,0
4,0,0,0,0.8166988276354525,unknown,False,False,1,1,7,0
5,1,0,1,0.770254037574696,unknown,False,True,1,1,7,0
6,1,0,1,0.9039692657221949,unknown,False,False,1,1,7,0
7,0,1,1,0.7829394587305014,unknown,False,False,1,1,8,0
8,1,0,1,0.6662156220561708,unknown,False,False,0,1,9,0
9,1,0,1,0.7285977766801621,unknown,False,False,0,1,7,0
10,0,0,0,0.6852374666609359,unknown,False,True,0,1,10,0
11,1,0,1,0.4887059320244188,unknown,False,True,0,2,6,0
12,1,0,1,0.4008741932651357,unknown,False,True,0,2,9,0
13,2,0,2,0.4471091492840461,red,False,True,1,0,7,0
14,1,0,1,0.4961419150019939,unknown,False,True,2,0,11,0
15,3,0,3,0.3947080848614358,unknown,False,False,2,0,11,0
16,2,0,2,0.45900209770492745,unknown,False,False,2,0,11,0
17,1,0,1,0.5502247076115525,unknown,False,False,0,0,7,2
18,0,0,0,0.5544074822306148,unknown,False,False,0,0,5,3
19,0,0,0,0.7723146942001456,unknown,False,False,0,0,8,0
20,0,0,0,0.5928507388938419,unknown,False,False,0,0,4,0
21,0,0,0,0.31392859145273166,unknown,False,False,0,0,5,0
22,0,0,0,0.7878747570064142,unknown,False,False,0,0,3,0
23,0,0,0,1.2134276873514114,unknown,False,False,0,1,2,0
24,0,0,0,1.931357118424204,unknown,False,False,0,1,2,0
25,0,0,0,0.9156414109865684,unknown,False,False,0,1,2,0
26,0,0,0,0.4043977969968199,unknown,False,False,0,1,3,0
27,0,0,0,0.17743778840715263,unknown,False,False,0,1,2,0
28,0,0,0,0.6670770453427378,yellow,False,False,1,1,2,0
29,1,0,1,0.5858893502776377,unknown,False,True,0,1,5,0
30,1,0,1,0.5072617618247888,unknown,False,True,0,1,8,0
31,1,0,1,0.45561312299831164,unknown,False,True,1,1,7,0
32,0,0,0,0.4818154189979268,red,False,True,0,1,8,0
33,0,0,0,0.45228377442584405,unknown,False,True,0,0,9,0
34,0,0,0,0.39173125949949184,red,False,True,0,0,9,0
35,0,0,0,0.44261235274761684,red,False,False,0,0,10,0
36,0,0,0,0.6372944367984507,red,False,False,0,0,9,0
37,0,0,0,0.7409915927737502,unknown,False,False,0,0,8,0
38,0,0,0,0.7218103181043586,unknown,False,False,0,0,7,0
39,0,0,0,0.836898448117249,unknown,False,False,0,0,7,0
40,0,0,0,0.8846970431238902,unknown,False,False,0,0,4,0
41,0,0,0,0.634163504096264,red,False,False,0,0,3,0
42,0,0,0,0.48392066161043623,unknown,False,False,0,0,1,0
43,0,0,0,0.3951295872417848,unknown,False,False,0,0,1,0
44,0,0,0,0.18404689335727706,unknown,False,False,0,0,2,0
