second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting
0,0,0,0,3.6608625274084012,unknown,False,False
1,0,0,0,2.1325103786441386,unknown,False,False
2,1,0,1,1.8408097642759096,unknown,False,False
3,1,0,1,1.1174737351702813,unknown,False,False
4,0,0,0,0.5873167952565852,unknown,False,False
5,2,0,2,0.8934035660021942,unknown,False,False
6,1,0,1,1.4391260818748113,unknown,False,False
7,2,0,2,1.2819648932788894,unknown,False,False
8,1,0,1,0.6752602132010997,unknown,False,False
9,0,0,0,1.6711381501791585,unknown,False,False
10,0,0,0,2.0590466877678213,unknown,False,False
11,0,0,0,0.8803422363862345,unknown,False,False
12,0,0,0,0.5468348328784332,unknown,False,False
13,1,0,1,1.1927894236670227,unknown,False,False
14,0,0,0,2.1702110807367516,unknown,False,False
15,0,0,0,2.332313888749579,unknown,False,False
16,2,0,2,1.229285613998098,unknown,False,False
17,3,0,3,0.49927512262064744,unknown,False,False
18,0,0,0,0.5020763904984278,unknown,False,False
19,0,0,0,0.5390014754569536,unknown,False,False
20,0,0,0,0.3875024018109109,unknown,False,False
21,1,0,1,0.6308985448890723,unknown,False,False
22,1,0,1,0.41228508536490993,unknown,False,False
23,0,0,0,0.417144031705841,unknown,False,False
24,0,0,0,0.6875516979447998,unknown,False,False
25,0,0,0,0.4803235994320969,unknown,False,False
26,0,0,0,0.7583688744141704,unknown,False,False
27,0,0,0,0.5436898349950428,unknown,False,False
28,0,0,0,0.3376340026503154,unknown,False,False
29,0,0,0,0.24944943783270837,unknown,False,False
30,0,0,0,0.2759134861518024,unknown,False,False
31,1,0,1,0.44162563493400475,unknown,False,False
32,1,0,1,0.4892349166783042,unknown,False,False
33,0,0,0,1.0977947459787318,unknown,False,False
34,0,0,0,1.0441433885664688,unknown,False,False
35,0,0,0,0.9788268315941642,unknown,False,False
36,0,0,0,2.1689680870359194,unknown,False,False
37,0,0,0,1.867373162158458,unknown,False,False
38,0,0,0,0.9300009256691826,unknown,False,False
39,0,0,0,0.37305820759295544,unknown,False,False
40,0,0,0,0.2407051456944514,unknown,False,False
41,0,0,0,0.36128533838087507,unknown,False,False
42,0,0,0,0.43002069535681686,unknown,False,False
43,1,0,1,0.24830723911946162,unknown,False,False
44,1,0,1,0.6556250707822293,unknown,False,False
45,0,0,0,0.7916550898000336,unknown,False,False
46,1,0,1,0.7478301996270037,unknown,False,False
47,1,0,1,2.170418941111923,unknown,False,False
48,0,0,0,3.7154298900337124,unknown,False,False
49,0,0,0,2.9294714974609093,unknown,False,False
50,0,0,0,1.159145132106137,unknown,False,False
51,0,0,0,0.3865509973325313,unknown,False,False
52,0,0,0,1.534968094600213,unknown,False,False
53,0,0,0,1.9340546530996257,unknown,False,False
54,0,0,0,1.4809116005415963,unknown,False,False
55,0,0,0,0.6402370076646188,unknown,False,False
56,2,0,2,0.3525359965314226,unknown,False,False
57,1,0,1,0.2549242152726769,unknown,False,False
58,1,0,1,0.4866799032712771,unknown,False,False
59,1,0,1,0.42405354281384894,unknown,False,False
60,2,0,2,0.2625188480371462,unknown,False,False
61,1,0,1,0.3976005258848561,unknown,False,False
62,1,0,1,0.36321922011390584,unknown,False,False
63,0,0,0,0.3326922420515278,unknown,False,False
64,0,0,0,0.6982985812541388,unknown,False,False
65,0,0,0,0.586294235809729,unknown,False,False
66,1,0,1,0.4908432889206944,unknown,False,False
67,0,0,0,0.5792906044710034,unknown,False,False
68,0,0,0,1.362923215679681,unknown,False,False
69,0,0,0,1.3163637275137916,unknown,False,False
70,0,0,0,0.988531191045148,unknown,False,False
71,0,0,0,1.1603401505455493,unknown,False,False
72,0,0,0,3.4760483544496608,unknown,False,False
73,0,0,0,3.1987217018926883,unknown,False,False
74,0,0,0,1.1906609618727746,unknown,False,False
75,0,0,0,2.0433834628291248,unknown,False,False
76,0,0,0,1.8237783248855826,unknown,False,False
77,1,0,1,1.3725538834913713,unknown,False,False
78,2,0,2,1.47293821494419,unknown,False,False
79,2,0,2,1.6294606085189065,unknown,False,False
80,3,0,3,1.7450151161932577,unknown,False,False
81,1,0,1,1.3374190627618092,unknown,False,False
82,0,0,0,1.0514748823067541,unknown,False,False
83,0,0,0,1.5078512789476688,unknown,False,False
84,1,0,1,2.5498519743684884,unknown,False,False
85,2,0,2,1.7255722449608812,unknown,False,False
86,2,0,2,0.6870294750876308,unknown,False,False
87,1,0,1,0.7308021536915555,unknown,False,False
88,2,0,2,0.7128656500630511,unknown,False,False
89,1,0,1,0.8397796330588818,unknown,False,False
90,2,0,2,2.368351405910948,unknown,False,False
91,2,0,2,2.51958951556387,unknown,False,False
92,2,0,2,1.0705038613809799,unknown,False,False
93,2,0,2,1.3257538523900756,unknown,False,False
94,2,0,2,1.6665730523932492,unknown,False,False
95,1,1,2,1.844826690664743,unknown,False,False
96,1,1,2,2.214087408707065,unknown,False,False
97,0,0,0,1.9209928023123142,unknown,False,False
98,1,0,1,1.3698297008585547,unknown,False,False
99,2,0,2,1.3097482069473672,unknown,False,False
100,1,0,1,1.971004887717936,unknown,False,False
101,3,0,3,1.9612993351292287,unknown,False,False
102,2,0,2,2.21948961094366,unknown,False,False
103,3,0,3,2.2626709435313535,unknown,False,False
104,1,0,1,1.6971803441964461,unknown,False,False
105,2,0,2,1.594836777934966,unknown,False,False
106,1,0,1,2.315532869558045,unknown,False,False
107,1,0,1,1.555467932986889,unknown,False,False
108,3,0,3,1.0313033228023352,unknown,False,False
109,5,0,5,1.1038033569150358,unknown,False,False
110,1,4,5,1.2190085563236879,unknown,False,False
111,1,4,5,2.1187781039984355,unknown,False,False
112,2,0,2,2.4171000476509943,unknown,False,False
113,2,0,2,2.1050459446052074,unknown,False,False
114,3,0,3,1.6283886834110015,unknown,False,False
115,3,1,4,0.45721967688377313,unknown,False,False
116,2,1,3,0.7328095970287972,unknown,False,False
117,1,0,1,1.5762830612481258,unknown,False,False
118,0,0,0,2.3284409132824817,unknown,False,False
119,2,0,2,1.86221588831248,unknown,False,False
120,2,0,2,2.0305827701722894,unknown,False,False
121,3,0,3,0.7466590250229661,unknown,False,False
122,3,0,3,0.5246536268359516,unknown,False,False
123,1,0,1,1.0508662115926009,unknown,False,False
124,1,0,1,1.179688080132912,unknown,False,False
125,1,0,1,0.9281518678541619,unknown,False,False
126,0,0,0,1.3541347956308851,unknown,False,False
