second,human_count,light,red_violation,bus_waiting
0,0.3448275862068966,unknown,False,False
1,0.4827586206896552,unknown,False,False
2,0.2413793103448276,unknown,False,False
3,0.5517241379310345,unknown,False,False
4,2.2413793103448274,unknown,False,False
5,3.5172413793103448,unknown,False,False
6,3.9310344827586206,unknown,False,False
7,2.9655172413793105,unknown,False,False
8,1.9310344827586208,unknown,False,False
9,1.6896551724137931,unknown,False,False
10,1.0,unknown,False,False
11,0.896551724137931,unknown,False,False
12,0.7241379310344828,unknown,False,False
13,0.7931034482758621,unknown,False,False
14,0.8275862068965517,unknown,False,False
15,0.034482758620689655,unknown,False,False
16,0.7931034482758621,green,False,False
17,1.0344827586206897,unknown,False,False
18,1.103448275862069,unknown,False,False
