second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting,humans,buses,cars,bikes
0,0,0,0,0.3755078829014086,unknown,False,True,0,1,7,0
1,0,0,0,0.345274537498664,unknown,False,True,0,1,6,0
2,0,0,0,0.2920170011765951,unknown,False,True,0,1,5,0
3,0,0,0,0.42355955860284433,red,False,True,0,1,5,0
4,0,0,0,0.40790170997084413,red,False,True,0,0,8,0
5,0,0,0,0.4294271107110694,unknown,False,False,0,0,4,0
6,0,0,0,0.5028557794408399,unknown,False,False,0,0,3,0
7,0,0,0,0.3692835952355886,unknown,False,False,0,0,2,0
8,0,0,0,0.3198020723450794,unknown,False,False,0,0,2,0
9,0,0,0,0.22226623703816895,unknown,False,False,0,0,1,0
10,0,0,0,0.2808351919593209,unknown,False,False,0,0,2,0
11,0,0,0,0.5073211531813868,unknown,False,False,0,0,2,0
12,0,0,0,0.4490596221889739,unknown,False,False,0,0,2,0
13,1,0,1,0.7602013595571192,unknown,False,False,1,0,3,0
14,0,1,1,0.9933271561287418,unknown,False,False,1,0,4,0
15,1,0,1,0.5259642453982818,unknown,False,False,0,0,7,0
16,0,0,0,0.6908526056977472,unknown,False,False,0,0,8,0
17,0,0,0,0.6185722434323245,unknown,False,False,0,0,7,0
18,0,0,0,0.6718125406199559,yellow,False,False,0,0,5,0
19,0,0,0,0.5118895577574761,unknown,False,False,0,0,6,0
20,0,0,0,0.0878037749172657,green,False,False,0,0,5,0
21,0,0,0,0.09339982911822009,yellow,False,False,0,0,4,0
22,0,0,0,0.06930288252749876,yellow,False,False,0,0,3,0
23,0,0,0,0.03643157399385785,yellow,False,False,0,0,6,0
24,0,0,0,0.04108484496817293,yellow,False,False,0,0,4,0
25,0,0,0,0.12621719017825667,unknown,False,False,1,0,6,0
26,0,0,0,0.21069432133975824,green,False,False,0,0,4,0
27,0,0,0,0.16381988451852994,unknown,False,False,0,0,3,0
28,0,0,0,0.24976485784687796,unknown,False,False,0,0,4,0
29,0,0,0,0.2938228666452881,unknown,False,False,0,0,3,0
30,0,0,0,0.2508011832309201,unknown,False,False,0,0,5,0
31,0,0,0,0.3144431096798778,green,False,False,0,1,7,0
32,0,0,0,0.40673640880572337,unknown,False,False,0,0,8,0
33,0,0,0,0.5840088563936657,unknown,False,False,0,0,8,0
34,0,0,0,0.498947286410453,red,False,False,0,0,13,0
35,0,0,0,0.5168511508014678,unknown,False,False,0,0,11,0
36,0,0,0,0.6057758830278068,unknown,False,False,0,0,5,0
37,0,0,0,0.6846760570275043,green,False,False,0,0,7,0
38,0,0,0,0.7793809633261087,unknown,False,False,0,0,7,0
39,0,0,0,0.7918704427289148,unknown,False,False,0,0,7,0
40,0,0,0,0.7231438404724471,unknown,False,False,0,0,3,0
41,0,0,0,0.5050543328908137,unknown,False,False,0,1,4,0
42,0,0,0,0.2782791855213635,unknown,False,False,0,1,4,0
43,0,0,0,0.25088853044950865,unknown,False,False,0,3,2,0
44,0,0,0,0.487105579993511,unknown,False,False,0,2,3,0
45,0,0,0,0.9375178138140765,unknown,False,False,0,3,3,0
46,0,0,0,0.7699530917937523,unknown,False,False,0,2,3,0
47,0,0,0,0.8966207740757107,unknown,False,False,0,3,4,0
48,0,0,0,1.051623130926935,unknown,False,False,0,1,6,0
49,0,0,0,0.9000316350261937,unknown,False,True,0,1,8,0
50,0,0,0,0.8086970822592191,red,False,True,0,0,8,0
51,0,0,0,0.5991286311271775,red,False,True,0,0,8,0
52,0,0,0,0.4711477737731836,unknown,False,False,0,1,8,0
53,0,0,0,0.32958503874587114,red,False,True,0,0,7,0
54,0,0,0,0.3237604025951158,red,False,True,0,2,6,0
55,0,0,0,0.375868134289242,unknown,False,True,0,2,3,0
56,0,0,0,0.36868035769855384,red,False,True,0,1,5,0
57,0,0,0,0.5066346155630244,unknown,False,True,0,2,6,0
58,0,0,0,0.576516201308355,red,False,True,0,1,2,0
59,0,0,0,0.5093032922829903,red,False,True,1,1,3,0
60,0,0,0,0.2363945305729691,unknown,False,True,0,2,4,0
61,0,0,0,0.2403916113545266,red,False,True,0,1,2,0
62,0,0,0,0.2044618124155134,red,False,True,0,1,3,0
63,0,0,0,0.22796331987427834,red,False,True,0,1,5,0
64,0,0,0,0.4085344033313174,unknown,False,True,0,1,4,0
65,0,0,0,0.49674476966449105,unknown,False,True,0,1,4,0
66,0,0,0,0.5268791328431119,unknown,False,False,0,1,6,0
67,0,0,0,0.6217743511595458,unknown,False,False,0,0,9,0
68,0,0,0,0.8605123244227109,unknown,False,False,0,0,5,0
69,0,0,0,0.8671666431477559,unknown,False,False,0,0,7,0
70,0,0,0,0.8315689736291039,unknown,False,False,0,0,9,0
71,0,0,0,0.7010938730576544,unknown,False,False,0,1,8,0
72,0,0,0,0.4732902834078413,unknown,False,False,0,0,8,0
73,0,0,0,0.4950282475828181,unknown,False,False,0,1,9,0
74,0,0,0,0.39139584478367523,unknown,False,False,0,1,7,0
75,0,0,0,0.40635674603224303,unknown,False,False,0,1,7,0
76,0,0,0,0.6102798480552633,unknown,False,False,1,1,6,0
77,2,0,2,0.7398213421666862,unknown,False,False,1,1,7,0
78,2,0,2,0.9183853781539938,unknown,False,False,2,0,7,0
79,2,0,2,0.7955364549192716,unknown,False,False,1,0,10,0
80,2,0,2,0.6179907806667595,unknown,False,True,0,2,11,0
81,0,0,0,0.47546323126891055,red,False,True,0,1,12,0
82,0,0,0,0.499603785711663,yellow,False,True,0,1,10,0
83,0,0,0,0.5061728329733,red,False,True,0,2,10,0
84,0,0,0,0.6981517630893576,yellow,False,True,0,1,10,0
85,0,0,0,0.8595066134214561,unknown,False,False,0,1,13,0
86,0,0,0,1.0309880639088633,unknown,False,False,0,1,16,0
87,0,0,0,1.3086670159152802,unknown,False,False,0,1,8,0
88,0,0,0,1.0601785238883015,unknown,False,False,0,1,9,0
89,0,0,0,0.7985184725245617,unknown,False,False,1,1,8,0
90,0,0,0,0.8874129180756115,unknown,False,False,0,1,12,0
91,0,0,0,1.0501926127121515,unknown,False,False,0,1,8,0
92,0,0,0,1.2623373268435525,unknown,False,False,0,0,13,0
93,0,0,0,1.3365065290150142,unknown,False,False,0,0,7,0
94,0,0,0,0.7357818270403985,unknown,False,False,0,0,8,0
95,0,0,0,0.9390902888876501,red,False,False,0,0,7,0
96,1,0,1,0.5416845848612184,red,False,False,0,0,5,0
97,2,0,2,0.9900897415099176,green,False,False,1,0,5,0
98,2,0,2,0.37007604126034516,red,False,False,1,0,2,0
99,1,0,1,0.2943004773122083,unknown,False,False,1,0,2,0
100,1,0,1,0.7939441544687384,red,False,False,1,0,2,0
101,0,1,1,2.0360890976689356,unknown,False,False,1,0,2,0
102,1,0,1,2.329554862423133,unknown,False,False,1,0,2,0
103,1,0,1,1.093331665537002,unknown,False,False,0,0,2,0
104,0,0,0,0.4569688994535587,unknown,False,False,0,0,2,0
105,0,0,0,0.25025386191443316,unknown,False,False,0,0,1,0
106,0,0,0,1.0410022016745846,unknown,False,False,0,1,3,0
107,0,0,0,1.1777867824676893,unknown,False,False,0,0,4,0
108,0,0,0,1.680982131521473,red,False,True,0,0,5,0
109,0,0,0,1.1312095734744467,unknown,False,False,0,0,4,0
110,0,0,0,0.7354297438330482,unknown,False,False,0,0,3,0
111,0,0,0,0.25754812323368864,yellow,False,True,1,0,5,0
112,1,0,1,0.2679381237088752,red,False,True,1,0,4,0
113,1,0,1,0.24715983485485754,red,False,True,0,0,5,0
114,0,0,0,0.2777031158531727,yellow,False,False,0,0,2,0
115,0,0,0,0.23158259068836146,red,False,False,0,0,3,0
116,0,0,0,0.37977779667522843,red,False,False,0,0,5,0
117,0,0,0,0.7914589795231038,red,False,False,0,0,4,0
118,0,0,0,1.2188691358626709,yellow,False,False,0,0,5,0
119,0,0,0,1.679814182284535,unknown,False,False,0,0,9,0
120,0,0,0,1.6445512791936279,unknown,False,False,0,0,9,0
121,2,0,2,1.4834791845853335,unknown,False,False,2,0,8,0
122,1,3,4,1.14883318741775,unknown,False,False,3,0,5,0
123,3,0,3,1.0903180369234517,unknown,False,False,2,0,8,0
124,2,0,2,1.5239347206218121,unknown,False,False,0,0,8,0
125,0,0,0,1.286553656928292,unknown,False,False,0,1,5,0
126,0,0,0,1.0075734724242822,unknown,False,False,0,1,8,0
127,0,0,0,0.816730630264864,unknown,False,False,0,1,9,0
128,0,0,0,1.1792314691240013,unknown,False,False,1,1,9,0
129,0,0,0,1.3248135091906799,red,False,False,0,0,10,0
130,0,0,0,1.2940193801051565,red,False,False,0,0,9,0
131,0,0,0,1.0808504122088345,red,False,False,0,0,8,0
132,0,0,0,0.7292377711199012,red,False,False,1,0,12,0
133,0,0,0,1.0475817217644654,unknown,False,False,0,0,9,0
134,0,0,0,1.2188765840910285,unknown,False,False,1,0,10,0
135,1,0,1,1.3407591164340247,unknown,False,False,0,0,12,0
136,1,0,1,1.276180683964997,unknown,False,False,0,0,9,0
137,0,0,0,0.7720126351335758,unknown,False,False,0,0,8,0
138,0,0,0,1.0391428173059967,green,False,False,0,0,8,0
139,1,0,1,1.0539502578437658,unknown,False,False,1,0,7,0
140,0,1,1,1.0421466587495507,unknown,False,False,1,0,8,0
141,1,0,1,0.7989914847857267,unknown,False,False,0,0,8,0
142,2,0,2,0.6546104805406688,unknown,False,False,1,0,5,0
143,1,0,1,0.710909286263207,unknown,False,False,0,0,5,0
144,0,0,0,0.5482824949928243,unknown,False,False,0,0,4,0
145,0,0,0,0.49184724587231776,unknown,False,False,1,0,4,0
146,0,0,0,0.34093712985108443,unknown,False,False,0,0,4,0
147,0,0,0,0.20193448897358998,unknown,False,False,0,1,6,0
148,0,0,0,0.32137522194086604,unknown,False,False,0,0,4,0
149,0,0,0,0.632003325417683,unknown,False,False,0,0,4,0
150,0,0,0,0.6071263277133898,unknown,False,False,0,0,2,0
151,0,0,0,0.5964220707742789,unknown,False,False,0,0,2,0
