second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting
0,0,0,0,0.0,unknown,False,False
1,3,0,3,0.0,unknown,False,False
2,5,0,5,0.9487037110159888,yellow,False,False
3,7,0,7,0.7724439131701556,yellow,False,False
4,7,0,7,0.43229282808810915,green,True,False
5,5,0,5,0.41489151187896917,green,False,False
6,2,0,2,0.0,green,False,False
7,3,0,3,0.0,unknown,False,False
8,3,0,3,0.0,unknown,False,False
9,1,0,1,0.0,unknown,False,False
10,2,0,2,0.0,unknown,False,False
11,2,0,2,0.0,unknown,False,False
12,3,0,3,0.0,unknown,False,False
13,3,0,3,0.0,unknown,False,False
14,2,0,2,0.7020860198198947,unknown,False,False
15,1,0,1,0.36535868099736146,unknown,False,False
16,1,0,1,0.3717845540852857,unknown,False,False
17,1,0,1,0.44802623942937947,unknown,False,False
18,2,0,2,1.0165698298940717,unknown,False,False
19,3,0,3,1.7779980602227523,unknown,False,False
20,2,1,3,1.9740194025504296,red,False,False
21,1,0,1,2.088425833663482,unknown,False,False
22,4,0,4,1.5156451125736616,unknown,False,False
23,5,0,5,1.0939487676752393,red,False,False
24,4,1,5,2.1679217922009313,red,False,False
25,6,0,6,2.7348472331276814,red,True,False
26,7,0,7,3.2347700461688884,red,True,False
27,7,0,7,4.551509862590889,red,True,False
28,10,0,10,2.8734860931494426,red,True,False
29,10,0,10,0.0,red,True,False
30,7,0,7,0.0,unknown,True,False
31,1,0,1,0.0,unknown,False,False
32,0,0,0,0.0,red,False,False
33,0,0,0,0.0,unknown,False,False
34,1,0,1,0.0,unknown,False,False
35,1,0,1,0.0,unknown,False,False
36,0,0,0,0.0,unknown,False,False
37,0,0,0,0.5804355489814598,unknown,False,False
38,3,0,3,1.4696747641386516,unknown,False,False
39,4,0,4,1.322287098559822,yellow,False,False
40,1,0,1,1.4084242802895108,unknown,False,False
41,0,0,0,2.6610653317250623,unknown,False,False
42,0,0,0,2.1620377094129437,unknown,False,False
43,3,0,3,1.2549343932057722,red,False,False
44,3,0,3,0.5583945590348499,red,False,False
45,6,0,6,0.6453247420455561,red,True,False
46,7,0,7,1.4405150021571558,red,True,False
47,4,3,7,0.8853117149710952,unknown,False,False
48,2,2,4,0.595113220519499,unknown,False,False
49,2,0,2,0.6142736490565818,unknown,False,False
50,0,0,0,0.7008856777854511,unknown,False,False
51,0,0,0,0.920546365341609,unknown,False,False
52,0,0,0,1.04359716483239,unknown,False,False
53,0,0,0,0.7500304417941694,unknown,False,False
54,0,0,0,1.0839623271122687,unknown,False,False
55,1,0,1,1.8934377721811302,unknown,False,False
56,0,1,1,1.4449421207934707,unknown,False,False
57,0,0,0,1.9128034011342507,unknown,False,False
58,0,0,0,2.717249195747776,unknown,False,False
59,0,0,0,2.897527433084319,unknown,False,False
