second,human_count
0,0.3448275862068966
1,0.4827586206896552
2,0.2413793103448276
3,0.5517241379310345
4,2.2413793103448274
5,3.5172413793103448
6,3.9310344827586206
7,2.9655172413793105
8,1.9310344827586208
9,1.6896551724137931
10,1.0
11,0.896551724137931
12,0.7241379310344828
13,0.7931034482758621
14,0.8275862068965517
15,0.034482758620689655
16,0.7931034482758621
17,1.0344827586206897
18,1.103448275862069
