second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting
0,1,0,1,0.21250352745838472,unknown,False,False
1,1,0,1,0.4669234850544222,unknown,False,False
2,1,0,1,0.5101675927469186,unknown,False,False
3,1,0,1,0.2289494218259752,unknown,False,False
4,1,0,1,0.24852998099479356,unknown,False,False
5,1,0,1,0.6118790244149576,unknown,False,False
6,1,0,1,0.6374215453694214,unknown,False,False
7,1,0,1,0.6384438692654439,unknown,False,False
8,1,0,1,0.6391727827835574,unknown,False,False
9,1,0,1,0.21095571060097065,unknown,False,False
10,1,0,1,0.3931172605999953,unknown,False,False
11,1,0,1,0.21396377116157617,unknown,False,False
12,1,0,1,0.3090236873124627,unknown,False,False
13,1,0,1,0.914044282491467,unknown,False,False
14,2,0,2,1.3404677621324563,unknown,False,False
15,1,0,1,1.1783051416726589,unknown,False,False
16,1,0,1,0.7033240972930332,unknown,False,False
17,0,0,0,0.479141793231274,unknown,False,False
18,1,0,1,0.17954240158656298,unknown,False,False
19,1,0,1,0.12063255163243523,unknown,False,False
20,1,0,1,0.13348677259986833,unknown,False,False
21,1,0,1,0.12494911161925852,unknown,False,False
22,1,0,1,0.13724828207130602,unknown,False,False
23,1,0,1,0.45541759340028176,unknown,False,False
24,1,0,1,0.6150715080338397,unknown,False,False
25,1,0,1,0.49334784586720776,unknown,False,False
26,1,0,1,0.3513074297469,unknown,False,False
27,1,0,1,0.25018232440789934,unknown,False,False
28,1,0,1,0.7708560567623182,unknown,False,False
29,1,0,1,0.824528647657412,unknown,False,False
30,1,0,1,0.35949564554264285,unknown,False,False
31,1,0,1,0.3444959855376233,unknown,False,False
32,1,0,1,0.13645123382883417,unknown,False,False
33,2,0,2,0.38602489301537946,unknown,False,False
34,1,0,1,0.8529927158870407,unknown,False,False
35,1,0,1,0.5941087469415921,unknown,False,False
36,1,0,1,0.6823663359528421,unknown,False,False
37,1,0,1,0.3981625745545911,unknown,False,False
38,0,0,0,0.7869692326112352,unknown,False,False
39,1,0,1,0.8658934806139605,unknown,False,False
40,1,0,1,0.8482399577737016,unknown,False,True
41,0,0,0,0.5727617462341299,unknown,False,False
42,0,0,0,0.551059870302194,yellow,False,False
43,0,0,0,0.6436055998627409,unknown,False,False
44,0,0,0,0.7386204852134551,yellow,False,False
45,0,0,0,1.7624841556352573,red,False,False
46,0,0,0,1.6453350913869917,yellow,False,True
47,0,0,0,0.958765064092514,unknown,False,False
48,0,0,0,0.4343622971622318,unknown,False,False
49,0,0,0,0.5349269200073352,unknown,False,False
50,0,0,0,0.6840916640727992,unknown,False,False
51,1,0,1,0.7957301719520113,unknown,False,False
52,1,0,1,0.6072591946231125,unknown,False,False
53,1,0,1,0.5941088325084023,unknown,False,False
54,0,0,0,0.4889196406585505,unknown,False,False
55,0,0,0,0.4545121988776415,unknown,False,False
56,0,0,0,0.5411307566037366,unknown,False,False
57,0,0,0,0.9906894797369079,unknown,False,False
58,0,0,0,1.456919333428588,unknown,False,False
59,0,0,0,1.173928407286124,yellow,False,False
60,0,0,0,0.8185566682516235,red,False,False
61,0,0,0,0.5034492532635574,unknown,False,False
62,0,0,0,0.42896392623603424,red,False,True
63,0,0,0,0.3619084170134851,unknown,False,True
64,0,0,0,0.4659515110799412,unknown,False,False
65,0,0,0,0.17444987822891547,unknown,False,False
66,0,0,0,0.20955931077956352,unknown,False,False
67,0,0,0,0.34020376470461233,unknown,False,False
68,0,0,0,0.48694053028800993,unknown,False,False
69,1,0,1,0.9240275539334347,unknown,False,False
70,1,0,1,1.0614634596553478,unknown,False,False
71,0,0,0,1.1166487218295034,unknown,False,True
72,0,0,0,0.7756262810127564,unknown,False,False
73,0,0,0,0.8397216733469832,unknown,False,False
74,0,0,0,0.762386569667865,unknown,False,False
75,0,0,0,0.7879563354458783,red,False,False
76,0,0,0,0.6736319145161901,green,False,True
77,0,0,0,0.9014538720332244,green,False,False
78,0,0,0,1.6658548387435157,unknown,False,False
79,0,0,0,1.4747466072375355,unknown,False,False
80,0,0,0,0.7371998438679492,unknown,False,False
81,0,0,0,0.42048420043843693,unknown,False,False
82,0,0,0,0.5038231144575809,unknown,False,False
83,0,0,0,0.6150382883728939,unknown,False,False
84,0,0,0,0.42593764058538935,unknown,False,False
85,0,0,0,0.7627754029197416,unknown,False,False
86,0,0,0,1.2919240007821045,unknown,False,False
87,0,0,0,1.5315193209034745,unknown,False,False
88,0,0,0,1.5623546406725077,unknown,False,False
89,0,0,0,1.2935778778962712,red,False,False
90,0,0,0,1.0710606515719725,red,False,False
91,0,0,0,0.9098128800357888,red,False,False
92,0,0,0,1.1325527961882538,red,False,False
93,0,0,0,0.938040829906735,red,False,False
94,0,0,0,0.6465962147401517,red,False,False
95,0,0,0,1.2953087394036773,red,False,False
96,0,0,0,0.9644403690068593,red,False,False
97,0,0,0,0.6148862417530113,red,False,False
98,0,0,0,1.0069802492839601,red,False,False
99,0,0,0,0.5406542566030283,red,False,False
100,0,0,0,1.2619921306501625,red,False,False
101,0,0,0,1.6257779774439882,red,False,False
102,0,0,0,0.5862759913801033,red,False,False
103,0,0,0,0.7217560999346421,red,False,False
104,0,0,0,0.5089854598931746,red,False,False
105,0,0,0,0.26905703238723816,red,False,False
106,0,0,0,0.30995732422129885,red,False,False
107,1,0,1,0.20959059636572255,red,False,False
108,1,0,1,0.18855514579963523,red,False,False
109,1,0,1,0.18898555491128727,red,False,False
110,1,0,1,0.2271220388929323,red,False,True
111,1,0,1,0.17943356746729286,yellow,False,True
112,1,1,2,0.28234204620189884,unknown,False,True
113,1,0,1,0.40272171363189013,unknown,False,False
114,1,0,1,1.0988985335268588,unknown,False,False
115,0,0,0,1.6477054112744935,unknown,False,False
116,0,0,0,0.4103447908184797,unknown,False,False
117,0,0,0,0.3599991159542915,unknown,False,False
118,0,0,0,0.6806988574292484,unknown,False,True
119,0,0,0,0.6964506961455612,unknown,False,False
120,0,0,0,0.474381864109646,unknown,False,False
121,0,0,0,0.5265596353305677,unknown,False,False
122,0,0,0,0.3140746441228813,red,False,False
123,0,0,0,1.0492309609522705,unknown,False,False
124,0,0,0,1.5393213163230204,unknown,False,False
125,0,0,0,0.9630488568116985,red,False,False
126,0,0,0,0.6330338174585379,red,False,False
127,0,0,0,0.6825980474284016,red,False,False
128,1,0,1,0.41894442494337597,red,False,False
129,1,0,1,0.37081670509805464,unknown,False,False
130,1,0,1,0.3313309924811517,unknown,False,False
131,1,0,1,0.6346630906249149,unknown,False,False
132,1,0,1,0.35995158451923714,unknown,False,False
133,1,0,1,0.153734090324981,unknown,False,False
134,1,0,1,0.38133965257746716,unknown,False,False
135,1,0,1,0.28122751515121297,unknown,False,False
136,1,0,1,0.23448738781233716,unknown,False,False
137,1,0,1,0.15041949925281436,unknown,False,False
138,0,0,0,0.0,unknown,False,False
139,0,0,0,0.0,unknown,False,False
140,0,0,0,0.19969409602538551,yellow,False,False
141,0,0,0,0.23737229832484838,red,False,False
142,1,0,1,0.11875748391678417,red,False,False
143,1,0,1,0.0,yellow,False,False
144,1,0,1,0.0,red,False,True
145,3,0,3,0.0,unknown,False,True
146,2,0,2,0.0,unknown,False,True
147,0,3,3,0.15771577268461393,unknown,False,False
148,2,3,5,0.10668420554581146,unknown,False,False
149,3,0,3,0.0,unknown,False,False
150,1,0,1,0.17971748186048414,unknown,False,False
151,3,0,3,0.1578897230617993,unknown,False,False
152,2,1,3,0.0,unknown,False,False
153,2,0,2,0.0,unknown,False,False
154,2,0,2,0.4632546687998195,unknown,False,False
155,0,0,0,0.5071474934262296,unknown,False,False
156,0,0,0,0.7001767555573662,unknown,False,False
157,2,0,2,0.9021053671547031,unknown,False,False
158,2,0,2,0.7954640789136906,green,False,False
159,1,0,1,0.5923977363478329,green,False,False
160,0,0,0,0.9895410024456991,green,False,False
161,0,0,0,0.9012090760803007,green,False,False
162,0,0,0,0.6304350615531709,red,False,False
163,0,0,0,0.4237048733640487,red,False,False
164,0,0,0,0.9961917876787372,red,False,False
165,0,0,0,1.7896235553998867,green,False,False
166,0,0,0,1.649367606970693,green,False,False
167,0,0,0,1.0854380498808298,red,False,False
168,0,0,0,0.5753620173216354,unknown,False,False
169,0,0,0,0.3984900476225622,unknown,False,False
170,0,0,0,0.31777387936217394,red,False,False
171,0,0,0,0.42396313838145194,red,False,False
172,0,0,0,0.40958297949729466,red,False,False
173,0,0,0,0.4458759425356142,red,False,False
