second,idle_count,walking_count,total_count,car_speed_mph,light,red_violation,bus_waiting
0,0,0,0,1.6365897711658823,unknown,False,False
1,0,0,0,1.5051435238664734,unknown,False,False
2,0,0,0,0.905765886106709,unknown,False,False
3,0,0,0,0.5507816931497153,unknown,False,False
4,0,0,0,0.32426422913361935,unknown,False,False
5,0,0,0,0.29305846390817436,unknown,False,False
6,0,0,0,0.2895853747130203,unknown,False,False
7,0,0,0,0.39829805235356563,unknown,False,False
8,0,0,0,0.6056272045498594,unknown,False,False
9,0,1,1,1.01171749511235,unknown,False,False
10,0,1,1,1.0042883253686028,unknown,False,False
11,2,0,2,1.011951737234884,unknown,False,False
12,2,0,2,1.4172791506728313,unknown,False,False
13,1,0,1,1.396941556678186,unknown,False,False
14,0,0,0,1.00346041561031,unknown,False,False
15,0,0,0,0.5193408613597273,unknown,False,False
16,0,0,0,0.7435752830553114,unknown,False,False
17,0,0,0,1.3093289152722853,unknown,False,False
18,0,0,0,1.4867275821532386,unknown,False,False
19,1,0,1,1.1961704295903826,unknown,False,False
20,1,0,1,0.9936780629110997,unknown,False,False
21,1,0,1,0.6122718540389808,unknown,False,False
22,0,0,0,0.47541992424179863,unknown,False,False
23,0,0,0,0.5755245958642836,unknown,False,False
24,0,0,0,0.5141396012283762,unknown,False,False
25,0,0,0,0.34131500334884873,unknown,False,False
26,0,0,0,0.3156151243124534,unknown,False,False
27,0,0,0,0.31799014114569435,unknown,False,False
28,1,0,1,0.29942747898958066,unknown,False,False
29,1,0,1,0.3068438792037928,unknown,False,False
30,2,0,2,0.20013275124612875,unknown,False,False
31,2,0,2,0.23435440178027195,unknown,False,False
32,2,0,2,0.2892820505391082,unknown,False,False
33,2,0,2,0.2691103313551983,unknown,False,False
34,1,0,1,0.3228226412983577,unknown,False,False
35,1,0,1,0.3330957598730115,unknown,False,False
36,2,0,2,0.30713365986202895,unknown,False,False
37,2,0,2,0.3935706478162848,unknown,False,False
38,2,0,2,0.3564031722296717,unknown,False,False
39,2,0,2,0.3217750860505212,unknown,False,False
40,2,0,2,0.2837055859792905,unknown,False,False
41,2,0,2,0.3595177857040057,unknown,False,False
42,1,1,2,0.4302720316273656,unknown,False,False
43,1,0,1,0.5087907923136126,unknown,False,False
44,1,0,1,0.43378494228536835,unknown,False,False
45,1,0,1,1.2663252386304893,unknown,False,False
46,0,0,0,1.6474843838997295,unknown,False,False
47,0,0,0,1.4643712245375056,unknown,False,False
48,0,0,0,0.8379398015749427,unknown,False,False
49,0,0,0,0.875349834154107,unknown,False,False
50,0,0,0,1.0658993763936222,unknown,False,False
51,0,0,0,1.6014462362370367,unknown,False,False
52,0,0,0,1.2838369378999626,unknown,False,False
53,0,0,0,0.8757536343400217,unknown,False,False
54,0,0,0,0.8183619736964229,unknown,False,False
55,0,0,0,0.5050145202881212,unknown,False,False
56,1,0,1,0.42389574632303767,unknown,False,False
57,2,0,2,0.4324011971611043,unknown,False,False
58,1,0,1,0.4374239353292904,unknown,False,False
59,1,0,1,0.33516517996368356,red,False,False
60,0,0,0,0.4246177366833864,unknown,False,False
61,0,0,0,0.5297892468300064,unknown,False,False
62,0,0,0,0.5920802977633813,unknown,False,False
63,0,0,0,0.67597825963474,unknown,False,False
64,0,0,0,0.697709243172463,unknown,False,False
65,0,0,0,0.5342786068235976,yellow,False,False
66,0,0,0,0.5834584172413112,unknown,False,False
67,1,0,1,0.3141031368430411,unknown,False,False
68,0,1,1,0.353903458597035,unknown,False,False
69,1,0,1,0.3082646433555528,unknown,False,False
70,1,0,1,0.2988114916799459,yellow,False,False
71,2,0,2,0.8542164601868547,red,False,False
72,0,0,0,0.7124907368729835,red,False,True
73,0,0,0,0.7824089303382161,red,False,False
74,0,0,0,0.7613552981242895,red,False,False
75,0,0,0,0.7596862425504657,red,False,False
76,2,0,2,0.6728916589024267,unknown,False,False
77,2,0,2,0.8235030964050765,unknown,False,False
78,1,0,1,1.1816665617525115,unknown,False,False
79,3,0,3,1.6211602310082578,unknown,False,False
80,4,0,4,1.6928119581479062,red,False,False
81,2,0,2,1.1056374625529841,unknown,False,False
82,2,0,2,0.41452421510148985,unknown,False,False
83,1,0,1,0.3303024270435638,unknown,False,False
84,0,1,1,0.24630558121876878,unknown,False,False
85,2,0,2,0.4932358770236129,unknown,False,False
86,1,0,1,0.0,unknown,False,False
87,0,0,0,0.0,unknown,False,False
88,0,0,0,0.0,unknown,False,False
89,0,0,0,0.10154012494540139,red,False,True
90,0,0,0,0.12615466781429013,red,False,True
91,0,0,0,0.15094550279607502,red,False,True
92,0,0,0,0.0,unknown,False,True
93,0,0,0,0.0,unknown,False,True
94,0,0,0,0.0,unknown,False,False
95,0,0,0,0.0,unknown,False,False
96,0,0,0,0.0,unknown,False,True
97,0,0,0,0.0,red,False,True
98,0,0,0,0.0,unknown,False,True
99,0,0,0,0.20280190269840193,unknown,False,False
100,0,0,0,0.3496973077839097,unknown,False,False
101,1,0,1,0.0,unknown,False,False
102,1,0,1,0.04136494263821644,unknown,False,False
103,1,0,1,0.46311468593181754,unknown,False,False
104,1,0,1,0.4682382114573955,unknown,False,False
105,1,0,1,0.6193656618205895,unknown,False,False
106,1,0,1,0.8761124648735463,red,False,False
107,2,0,2,1.1996577327390034,red,False,False
108,2,0,2,1.185782812420452,red,False,False
109,2,0,2,0.6080457605931121,red,False,False
110,2,0,2,0.4008086504553112,red,False,False
111,3,0,3,0.48221276508990013,red,False,False
112,2,0,2,0.9109363641633148,red,False,False
113,2,0,2,0.6088131697403292,red,False,False
114,2,0,2,0.5189972714001262,red,False,False
115,2,0,2,0.4493902295930229,red,False,False
116,2,0,2,0.3895881424851056,red,False,False
117,2,0,2,0.3391495002040914,red,False,False
118,3,0,3,0.0,unknown,False,False
119,1,0,1,0.0,unknown,False,False
120,1,0,1,0.0,unknown,False,False
121,0,1,1,0.5392525958048187,unknown,False,False
122,2,0,2,0.0,unknown,False,False
123,2,0,2,0.0,unknown,False,False
124,2,0,2,0.0,unknown,False,False
125,1,1,2,0.0,unknown,False,False
126,2,0,2,0.0,unknown,False,False
127,0,0,0,0.0,unknown,False,False
128,1,0,1,0.0,unknown,False,False
129,1,0,1,0.0,unknown,False,False
130,2,0,2,0.22553605514050865,red,False,True
131,3,0,3,0.4098861999991672,red,False,True
132,1,0,1,0.2972634465479074,red,False,False
133,2,0,2,0.1626905156055932,red,False,False
134,2,0,2,0.24570430893553033,red,False,True
135,2,0,2,0.07790734013480034,red,False,False
136,4,0,4,0.18983293738866244,green,False,False
137,4,0,4,0.24246164565594527,red,False,False
138,2,0,2,0.29583806576243254,red,False,False
139,2,0,2,0.5418102791715638,red,False,False
140,1,0,1,0.7240954391294611,green,False,False
141,1,0,1,0.7709081952350284,red,False,False
142,0,0,0,0.6454405693632054,red,False,False
143,1,0,1,0.9634376823263966,green,False,False
144,2,0,2,0.6526593894471381,green,False,False
145,5,0,5,0.4850610409753251,green,False,False
146,5,0,5,0.6065273155855146,green,False,False
147,2,0,2,0.36449797124117955,green,False,False
148,0,0,0,0.494463011760906,green,False,False
149,1,0,1,0.6071110758112069,green,False,False
150,1,0,1,0.440218014238083,green,False,False
151,0,0,0,0.6948111446050106,green,False,False
152,0,0,0,0.8980575875063673,green,False,False
153,0,0,0,0.8888813795148008,green,False,False
154,0,0,0,0.8204404908244666,green,False,False
155,0,0,0,0.9056094594056331,red,False,False
156,0,0,0,0.5132861248750702,red,False,False
157,0,0,0,0.43111437133141595,red,False,False
158,0,0,0,0.5077283384406971,red,False,False
159,0,0,0,0.5295045261549153,unknown,False,False
160,1,0,1,0.8277022381995075,unknown,False,False
161,2,0,2,1.1066201332925851,unknown,False,False
162,3,0,3,0.8418727677082972,unknown,False,False
163,2,0,2,0.1941601139431601,unknown,False,False
164,1,1,2,0.0,unknown,False,False
165,2,0,2,0.0,unknown,False,False
166,1,0,1,0.0,unknown,False,False
167,0,0,0,0.5745943318510317,unknown,False,False
168,0,0,0,0.13306516998979395,unknown,False,False
169,0,0,0,0.29598501084072243,unknown,False,False
170,0,0,0,0.48592903714403585,unknown,False,False
171,0,0,0,0.42347753539043476,red,False,False
172,0,0,0,0.41278237341383367,red,False,False
173,0,0,0,0.29658704210399245,red,False,False
174,0,0,0,0.142269631170246,red,False,False
175,0,0,0,0.09668895159630266,red,False,False
176,0,0,0,0.0994519591954623,red,False,False
177,0,0,0,0.09103570460705529,green,False,False
178,0,0,0,0.06966013031880873,red,False,False
179,0,0,0,0.09166324887853765,red,False,False
180,0,0,0,0.15718394954992612,green,False,False
181,0,0,0,0.38841851290576773,green,False,False
182,0,0,0,1.1918934097443072,red,False,False
183,0,0,0,0.4633022109114136,red,False,False
184,0,0,0,0.3922405407369349,red,False,False
185,0,0,0,0.4643312066457271,green,False,False
186,0,0,0,0.5132265613780013,green,False,False
187,0,0,0,0.5634300703234013,unknown,False,False
188,0,0,0,0.7034528016346878,unknown,False,False
189,0,0,0,0.0,unknown,False,False
190,0,0,0,0.3196042449760799,unknown,False,True
191,1,0,1,0.21974648684646791,unknown,False,False
192,0,0,0,0.2644597279872492,unknown,False,False
193,0,0,0,0.24386897371129762,unknown,False,False
194,0,0,0,0.0,unknown,False,False
195,0,0,0,0.0,unknown,False,False
196,1,1,2,0.0,unknown,False,False
197,2,1,3,0.0,unknown,False,False
198,1,0,1,0.7733565728029583,unknown,False,False
199,0,0,0,1.1675908110462194,red,False,False
200,1,0,1,0.28572985017011127,red,False,False
201,1,0,1,0.336991458792307,green,False,False
202,1,0,1,0.5092196372718738,unknown,False,False
203,1,0,1,0.6839543114803692,unknown,False,False
204,0,1,1,1.3099382994174387,unknown,False,False
205,1,0,1,0.9268258758225104,unknown,False,False
206,1,0,1,0.7269628744567177,unknown,False,False
207,1,0,1,0.6126040328453584,unknown,False,False
208,0,0,0,0.6236588523310846,unknown,False,False
209,0,0,0,0.5595875949731355,unknown,False,False
210,0,0,0,1.2243544726550724,unknown,False,False
211,0,0,0,1.8251979829958795,unknown,False,False
212,0,0,0,1.0604186445075288,unknown,False,False
213,0,0,0,0.3283795402596974,unknown,False,False
214,0,0,0,0.16365182319348176,red,False,False
215,0,0,0,0.12122745303642565,red,False,True
216,0,0,0,0.1899996305204823,red,False,False
217,0,0,0,0.14951858574534402,red,False,False
